,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
1513,7986,16FL,small_airport,J-22 Ranch Airport,30.7252006531,-87.2014007568,200.0,,US,US-FL,Milton,no,16FL,,16FL,,,
1514,7987,16GA,heliport,Galleria Heliport,33.8851013184,-84.4626998901,998.0,,US,US-GA,Marietta,no,16GA,,16GA,,,
1515,7988,16IA,small_airport,Stangl STOLport,41.8807983398,-94.7771987915,1230.0,,US,US-IA,Coon Rapids,no,16IA,,16IA,,,
1516,7989,16ID,heliport,Bear Lake Memorial Hospital Helipad,42.3163986206,-111.299003601,6000.0,,US,US-ID,Montpelier,no,16ID,,16ID,,,
1517,7990,16II,small_airport,Harrington Field,41.1831016541,-86.9336013794,710.0,,US,US-IN,San Pierre,no,16II,,16II,,,
1518,7991,16IL,small_airport,Harold Bunger Airport,42.0666999817,-88.8333969116,830.0,,US,US-IL,Kirkland,no,16IL,,16IL,,,
1519,7992,16IN,heliport,Deaconess Hospital Heliport,37.9847984314,-87.5721969604,390.0,,US,US-IN,Evansville,no,16IN,,16IN,,,
1520,7993,16IS,small_airport,Kellums Airport,37.5778007507,-89.0092010498,720.0,,US,US-IL,Goreville,no,16IS,,16IS,,,
1521,7994,16K,seaplane_base,Port Alice Seaplane Base,55.803,-133.597,0.0,,US,US-AK,Port Alice,no,16K,PTC,16K,,,
1522,7995,16KY,small_airport,Praise God Airport,38.4440002441,-83.1227035522,1070.0,,US,US-KY,Carter,no,16KY,,16KY,,,
1523,7996,16LA,heliport,Arrow Aviation Company Heliport,30.0849990845,-91.9238967896,25.0,,US,US-LA,Cade,no,16LA,,16LA,,,
1524,7997,16LL,heliport,Oak Landing Heliport,42.2999992371,-88.3805999756,870.0,,US,US-IL,Bull Valley,no,16LL,,16LL,,,
1525,7998,16LS,small_airport,Atchafalaya Flying Company Airport,30.9444007874,-91.7938995361,41.0,,US,US-LA,Simmsport,no,16LS,,16LS,,,
1526,7999,16MA,heliport,Lawrence General Hospital Heliport,42.7098007202,-71.1505966187,60.0,,US,US-MA,Lawrence,no,16MA,,16MA,,,
1527,45462,16MD,small_airport,High Valley Airport,39.668611,-75.960278,363.0,,US,US-MD,North East,no,16MD,,16MD,,,
1528,8000,16MI,small_airport,Barnstormers 5 Airport,42.8891983032,-83.8666000366,823.0,,US,US-MI,Gaines,no,16MI,,16MI,,,
1529,8001,16MN,seaplane_base,Baudette Flying Service Seaplane Base,48.8319015503,-94.7043991089,1060.0,,US,US-MN,Baudette,no,16MN,,16MN,,,
1530,8002,16MO,small_airport,Findley Field,38.4056015015,-91.1574020386,755.0,,US,US-MO,Beaufort,no,16MO,,16MO,,,
1531,8003,16MS,heliport,Iuka Hospital Heliport,34.8067016602,-88.2099990845,610.0,,US,US-MS,Iuka,no,16MS,,16MS,,,
1532,8004,16MT,small_airport,Bangart Field,45.4052009583,-109.129997253,4320.0,,US,US-MT,Roberts,no,16MT,,16MT,,,
1533,8005,16NC,small_airport,Lee's Airport,36.1960983276,-76.6652984619,31.0,,US,US-NC,Edenton,no,16NC,,16NC,,,
1534,8006,16NE,small_airport,Korver Airport,40.5600013733,-96.4916992188,1390.0,,US,US-NE,Panama,no,16NE,,16NE,,,
1535,8007,16NH,seaplane_base,Bossey's Seaplane Base,43.6041984558,-71.5124969482,624.0,,US,US-NH,Meredith,no,16NH,,16NH,,,
1536,8008,16NJ,seaplane_base,Hummel Seaplane Base,39.9373016357,-74.1356964111,,,US,US-NJ,Island Heights,no,16NJ,,16NJ,,,
1537,8009,16NK,heliport,Delaware Valley Hospital Heliport,42.162399292,-75.1279983521,1220.0,,US,US-NY,Walton,no,16NK,,16NK,,,
1538,8010,16NY,heliport,Station 241 Heliport,42.9398002625,-76.1148986816,1380.0,,US,US-NY,Syracuse,no,16NY,,16NY,,,
1539,8011,16OH,heliport,Lutheran Hospital Heliport,41.3541984558,-81.7081985474,780.0,,US,US-OH,Cleveland,no,16OH,,16OH,,,
1540,8012,16OI,small_airport,Trump Airport,40.1253013611,-84.5824966431,1038.0,,US,US-OH,Greenville,no,16OI,,16OI,,,
1541,8013,16OK,small_airport,Lower Forty Airport,35.4667015076,-97.200302124,1160.0,,US,US-OK,Harrah,no,16OK,,16OK,,,
1542,8014,16OR,heliport,Pape' Bros Inc. Heliport,44.1475982666,-123.059997559,388.0,,US,US-OR,Coburg,no,16OR,,16OR,,,
1543,8015,16PA,small_airport,Gregg Airport,40.1805992126,-80.1276016235,1200.0,,US,US-PA,Eighty Four,no,16PA,,16PA,,,
1544,8016,16PN,heliport,Oakdale Army Heliport,40.3966825974,-80.1581168175,1265.0,,US,US-PA,Oakdale,no,16PN,,16PN,,,
1545,8017,16S,small_airport,Myrtle Creek Municipal Airport,42.998500824,-123.309997559,619.0,,US,US-OR,Myrtle Creek,no,16S,,16S,,http://en.wikipedia.org/wiki/Myrtle_Creek_Municipal_Airport,
1546,8018,16SC,small_airport,Southern Aero Sports Airport,34.6250991821,-81.898399353,600.0,,US,US-SC,Cross Anchor,no,16SC,,16SC,,,
1547,8019,16TA,small_airport,Seven Springs Airport,30.9197006226,-103.782997131,3500.0,,US,US-TX,Toyahvale,no,16TA,,16TA,,,
1548,8020,16TE,small_airport,Holly Lake Ranch Airport,32.6976013184,-95.2077026367,409.0,,US,US-TX,Hawkins,no,16TE,,16TE,,,
1549,8021,16TN,heliport,Lincoln Medical Center Heliport,35.1502990723,-86.5553970337,738.0,,US,US-TN,Fayetteville,no,16TN,,16TN,,,
1550,8022,16TS,small_airport,Pineridge STOLport,32.2226982117,-95.3180007935,420.0,,US,US-TX,Tyler,no,16TS,,16TS,,,
1551,8023,16TX,small_airport,Ratliff Airport,32.263999939,-98.1072998047,1300.0,,US,US-TX,Stephenville,no,16TX,,16TX,,,
1552,8024,16VA,heliport,Smith Heliport,39.150100708,-78.2164001465,800.0,,US,US-VA,Winchester,no,16VA,,16VA,,,
1553,8025,16W,small_airport,Little Goose Lock and Dam Airport,46.5831985474,-118.000999451,681.0,,US,US-WA,Starbuck,no,16W,,16W,,,
1554,8026,16WA,small_airport,Tightcliff Airport,47.8446998596,-117.694000244,1855.0,,US,US-WA,Nine Mile Falls,no,16WA,,16WA,,,
1555,8027,16WI,seaplane_base,Lac Vieux Desert Seaplane Base,46.1216011047,-89.1210021973,1690.0,,US,US-WI,Phelps,no,16WI,,16WI,,,
1556,8028,16X,small_airport,Propwash Airport,33.0806999207,-97.3589019775,800.0,,US,US-TX,Justin,no,16X,,16X,,,Formerly 16XS
1557,45835,16XS,small_airport,Outlaw Flyers Airport,30.404367,-95.35985,270.0,,US,US-TX,Conroe,no,16XS,,16XS,,,
1558,8029,16Z,seaplane_base,Mc Grath Seaplane Base,62.9580001831,-155.593002319,325.0,,US,US-AK,Mcgrath,no,16Z,,16Z,,,
1559,8030,17AK,heliport,Ketchikan /Temsco H/ Heliport,55.3829994202,-131.73500061,20.0,,US,US-AK,Ketchikan,no,17AK,,17AK,,,
1560,8031,17AL,heliport,Hunt Stagefield Army Heliport,31.3801994324,-85.5802993774,263.0,,US,US-AL,Fort Rucker/Newton,no,17AL,,17AL,,,
1561,8032,17AR,small_airport,Bredlow Farm Airport,34.5531005859,-92.0914001465,236.0,,US,US-AR,England,no,17AR,,17AR,,,
1562,8033,17AZ,heliport,Gilbert Emergency Hospital Heliport,33.3133010864,-111.68699646,1350.0,,US,US-AZ,Gilbert,no,17AZ,,17AZ,,,
1563,8034,17CA,heliport,Brookside Hospital Heliport,37.9541015625,-122.336997986,85.0,,US,US-CA,San Pablo,no,17CA,,17CA,,,
1564,8035,17CL,small_airport,Las Trancas Airport,37.0880012512,-122.274002075,125.0,,US,US-CA,Davenport,no,17CL,,17CL,,,6Q6
1565,45331,17CO,small_airport,Skylane Ranch Airport,40.272258,-105.032625,5000.0,,US,US-CO,Berthoud,no,17CO,,17CO,,,
1566,8036,17FA,small_airport,Cotton Strip,26.7133998871,-81.5354003906,18.0,,US,US-FL,La Belle,no,17FA,,17FA,,,
1567,8037,17FD,heliport,Sheriffs Helistop,27.8999996185,-81.8451004028,120.0,,US,US-FL,Bartow,no,17FD,,17FD,,,
1568,8038,17FL,small_airport,Jumbolair-Greystone Airport,29.2803001404,-82.1248016357,100.0,,US,US-FL,Ocala,no,17FL,,17FL,,http://en.wikipedia.org/wiki/Greystone_Airport,
1569,8039,17GA,small_airport,Panther Creek Airport,33.4667015076,-84.8660964966,850.0,,US,US-GA,Newnan,no,17GA,,17GA,,,
1570,8040,17ID,small_airport,Coyote Ridge Airport,44.413898468,-116.591003418,3365.0,,US,US-ID,Midvale,no,17ID,,17ID,,,
1571,8041,17II,small_airport,Dreessen Field,41.4500007629,-86.5102996826,706.0,,US,US-IN,Walkerton,no,17II,,17II,,,
1572,8042,17IN,small_airport,Pruss Airport,38.9784011841,-85.109703064,890.0,,US,US-IN,Farmers Retreat,no,17IN,,17IN,,,
1573,8043,17KS,small_airport,Tevis Airport,38.5027999878,-95.6772003174,1000.0,,US,US-KS,Melvern,no,17KS,,17KS,,,
1574,8044,17KY,small_airport,Shannon Field,37.393901825,-87.2589035034,440.0,,US,US-KY,Sacramento,no,17KY,,17KY,,,
1575,8045,17LA,heliport,Shell Venice Terminal Heliport,29.2707996368,-89.3544998169,5.0,,US,US-LA,Venice,no,17LA,,17LA,,,
1576,8046,17LL,small_airport,Oink Acres Airport,40.1605987549,-88.4103012085,725.0,,US,US-IL,Mahomet,no,17LL,,17LL,,,
1577,8047,17LS,small_airport,Yankee Field,30.6056995392,-91.9917984009,45.0,,US,US-LA,Port Barre,no,17LS,,17LS,,,
1578,8048,17MA,heliport,Long Hill Heliport,42.5047988892,-71.7783966064,630.0,,US,US-MA,Leominster,no,17MA,,17MA,,,
1579,45445,17ME,small_airport,Bresett'S Mountainside Airport,47.2025,-67.991667,590.0,,US,US-ME,Van Buren,no,17ME,,17ME,,,
1580,8049,17MI,heliport,Grace Hospital Heliport,42.4178009033,-83.1829986572,662.0,,US,US-MI,Detroit,no,17MI,,17MI,,,
1581,8050,17MN,seaplane_base,Kivi/Mokki Seaplane Base,46.7168998718,-93.2101974487,1224.0,,US,US-MN,Mc Gregor,no,17MN,,17MN,,,
1582,8051,17MO,small_airport,Rgl Field,38.9850006104,-91.5348968506,825.0,,US,US-MO,Montgomery City,no,17MO,,17MO,,,
1583,8052,17MS,heliport,River Region Medical Center Heliport,32.3736000061,-90.823600769,331.0,,US,US-MS,Vicksburg,no,17MS,,17MS,,,
1584,8053,17MT,small_airport,Abel Ranch Airport,48.1071014404,-114.177001953,2900.0,,US,US-MT,Kalispell,no,17MT,,17MT,,,
1585,8054,17NC,small_airport,Mitchell Field,34.4663009644,-78.3285980225,23.0,,US,US-NC,Elizabethtown,no,17NC,,17NC,,,
1586,8055,17NE,heliport,Jefferson County Memorial Hospital Heliport,40.15719986,-97.17639923,1433.0,,US,US-NE,Fairbury,no,17NE,,17NE,,,
1587,8056,17NH,heliport,Pomroy Heliport,42.8238983154,-71.3649978638,254.0,,US,US-NH,Londonderry,no,17NH,,17NH,,,
1588,8057,17NJ,heliport,New Jersey Steel Helistop,40.4861984253,-74.3220977783,32.0,,US,US-NJ,Sayreville,no,17NJ,,17NJ,,,
1589,8058,17NK,small_airport,Re-Dun Field,42.5395011902,-76.9483032227,1351.0,,US,US-NY,Reading Center,no,17NK,,17NK,,,
1590,8059,17NY,heliport,Station 233 Heliport,42.8487014771,-77.9203033447,944.0,,US,US-NY,Stafford,no,17NY,,17NY,,,
1591,8060,17OH,small_airport,Kosik Private Airport,41.2425994873,-82.2702026367,855.0,,US,US-OH,Kipton,no,17OH,,17OH,,,
1592,8061,17OI,small_airport,Haas Airport,39.2266998291,-83.3177032471,750.0,,US,US-OH,Bainbridge,no,17OI,,17OI,,,
1593,8062,17OK,small_airport,J-B Airstrip,36.5250015259,-97.7586975098,1142.0,,US,US-OK,Kremlin,no,17OK,,17OK,,,
1594,8063,17OR,small_airport,Glide Aero Airport,43.2641983032,-123.11000061,980.0,,US,US-OR,Glide,no,17OR,,17OR,,,
1595,8064,17PA,heliport,Kelly Heliport,40.4417991638,-75.3246002197,526.0,,US,US-PA,Quakertown,no,17PA,,17PA,,,
1596,8065,17PN,heliport,Tobyhanna Army Depot Heliport,41.1697998047,-75.3430023193,1990.0,,US,US-PA,Tobyhanna,no,17PN,,17PN,,,
1597,8066,17PS,small_airport,Mountain Crest Airport,41.5792007446,-79.4417037964,1641.0,,US,US-PA,Tidioute,no,17PS,,17PS,,,
1598,8067,17S,small_airport,Chehalem Airpark,45.3236999512,-123.054000854,190.0,,US,US-OR,Newberg,no,17S,,17S,,http://en.wikipedia.org/wiki/Chehalem_Airpark,
1599,8068,17SC,small_airport,Carolina Cow Country Airport,34.5326004028,-81.8861999512,680.0,,US,US-SC,Clinton,no,17SC,,17SC,,,
1600,8069,17TA,heliport,Heli-Dyne Systems Inc Heliport,32.8009986877,-97.1794967651,500.0,,US,US-TX,Hurst,no,17TA,,17TA,,,
1601,8070,17TE,small_airport,Comfort Airpark,29.9291000366,-98.9402999878,1470.0,,US,US-TX,Comfort,no,17TE,,17TE,,,
1602,8071,17TN,small_airport,Murphy Field,36.2994003296,-82.6042022705,1720.0,,US,US-TN,Jonesborough,no,17TN,,17TN,,,
1603,8072,17TS,heliport,Big Bend Regional Medical Center Heliport,30.3847007751,-103.668998718,4435.0,,US,US-TX,Alpine,no,17TS,,17TS,,,
1604,8073,17TX,small_airport,Kimzey Airport,32.4486999512,-98.2549972534,1100.0,,US,US-TX,Stephenville,no,17TX,,17TX,,,
1605,8074,17U,small_airport,Jake Garn Airport,40.2636985779,-112.021003723,4845.0,,US,US-UT,Eagle Mountain,no,17U,,17U,,,
1606,8075,17VA,heliport,F.B. Fowler Heliport,37.2808990479,-82.1020965576,1150.0,,US,US-VA,Grundy,no,17VA,,17VA,,,
1607,8076,17WA,heliport,Roesler Timber Company Heliport,47.8681983948,-121.752998352,141.0,,US,US-WA,Startup,no,17WA,,17WA,,,
1608,8077,17WI,small_airport,Ha-Rail Airport,43.0360984802,-88.8932037354,885.0,,US,US-WI,Lake Mills,no,17WI,,17WI,,,
1609,299706,17XA,small_airport,Jacksonville / Hunter Field,32.017778,-95.7969444445,580.0,,US,US-TX,Jacksonville,no,17XA,,17XA,,,
1610,8078,17XS,small_airport,Quahadi Ranch Airport,32.1777992249,-98.4349975586,1422.0,,US,US-TX,Dublin,no,17XS,,17XS,,,
1611,8079,18AK,heliport,North Douglas Heliport,58.3321990967,-134.496994019,25.0,,US,US-AK,Juneau,no,18AK,,18AK,,,
1612,8080,18AL,heliport,Louisville Stagefield Army Heliport,31.8166999817,-85.651802063,385.0,,US,US-AL,Fort Rucker/Louisville,no,18AL,,18AL,,,
1613,8081,18AR,small_airport,Buck Mountain Airport,36.3442001343,-93.831703186,1450.0,,US,US-AR,Eureka Springs,no,18AR,,18AR,,,
1614,8082,18AZ,small_airport,Sky Ranch At Carefree Airport,33.8180999756,-111.898002625,2568.0,,US,US-AZ,Carefree,no,18AZ,,18AZ,,,
1615,8083,18CA,heliport,Twin Cities Community Hospital Heliport,35.5550003052,-120.71900177,851.0,,US,US-CA,Templeton,no,18CA,,18CA,,,
1616,8084,18CL,small_airport,Bowles Airport,39.2859992981,-121.694000244,75.0,,US,US-CA,Live Oak,no,18CL,,18CL,,,
1617,8085,18CO,heliport,Rangely District Hospital Heliport,40.0807991028,-108.804000854,5224.0,,US,US-CO,Rangely,no,18CO,,18CO,,,
1618,8086,18FA,small_airport,Tropical Plantation Airport,27.1028003693,-80.2934036255,19.0,,US,US-FL,Palm City,no,18FA,,18FA,,,
1619,8087,18FD,small_airport,Sky Ranch Airport,30.8540992737,-86.6671981812,250.0,,US,US-FL,Baker,no,18FD,,18FD,,,
1620,8088,18FL,heliport,Bahia Beach Heliport,27.7297992706,-82.475402832,6.0,,US,US-FL,Ruskin,no,18FL,,18FL,,,
1621,8089,18GA,small_airport,Sleepy Hollow Airport,33.6931991577,-83.657699585,750.0,,US,US-GA,Social Circle,no,18GA,,18GA,,,
1622,8090,18ID,heliport,Elmore Medical Center Heliport,43.1389007568,-115.694000244,3156.0,,US,US-ID,Mountain Home,no,18ID,,18ID,,,
1623,8091,18II,small_airport,Mc Gill Airport,40.1199989319,-86.0682983398,855.0,,US,US-IN,Cicero,no,18II,,18II,,,
1624,8092,18IL,heliport,Adventist La Grange Memorial Hospital Heliport,41.79699,-87.88728,700.0,,US,US-IL,La Grange,no,18IL,,18IL,,,
1625,8093,18IN,small_airport,Kester Fly Inn Airport,39.2784004211,-87.4135971069,575.0,,US,US-IN,Farmersburg,no,18IN,,18IN,,,
1626,8094,18IS,heliport,Allstate South Barrington Plaza Heliport,42.069374018,-88.1748130918,858.0,,US,US-IL,South Barrington,no,18IS,,18IS,,,
1627,8095,18JY,small_airport,Skamokawa East Valley Airport,46.2846984863,-123.443000793,19.0,,US,US-WA,Skamokawa,no,18JY,,18JY,,,
1628,8096,18K,small_airport,Fowler Airport,37.3842010498,-100.185997009,2483.0,,US,US-KS,Fowler,no,18K,,18K,,,
1629,8097,18KS,small_airport,Cherokee Strip,37.3708992004,-97.1072998047,1270.0,,US,US-KS,Udall,no,18KS,,18KS,,,
1630,8098,18KY,heliport,Marshall County Hospital Heliport,36.8625984192,-88.3527984619,395.0,,US,US-KY,Benton,no,18KY,,18KY,,,
1631,8099,18LA,heliport,Camp Beauregard Army National Guard Heliport,31.3834991455,-92.400100708,125.0,,US,US-LA,Pineville,no,18LA,,18LA,,,
1632,8100,18LS,heliport,Omni Mouton Cove Heliport,29.8918991089,-92.168296814,10.0,,US,US-LA,Abbeville,no,18LS,,18LS,,,
1633,8101,18MA,heliport,Holy Family Hospital Heliport,42.7277984619,-71.168296814,202.0,,US,US-MA,Methuen,no,18MA,,18MA,,,
1634,45952,18MD,heliport,Montgomery General Hospital Airport,39.780906,-75.555767,472.0,,US,US-MD,Olney,no,18MD,,18MD,,,
1635,45451,18ME,small_airport,Ruby Airport,43.893597,-69.495406,216.0,,US,US-ME,Bristol,no,18ME,,18ME,,,
1636,8102,18MI,heliport,Vacottage Heliport,42.9585990906,-84.6405029297,840.0,,US,US-MI,Gladwin,no,18MI,,18MI,,,
1637,8103,18MN,small_airport,Hines Farm Airport,46.2372016907,-94.5931015015,1283.0,,US,US-MN,Motley,no,18MN,,18MN,,,
1638,8104,18MO,small_airport,Gimlin Airport,36.962600708,-93.1707000732,1380.0,,US,US-MO,Ozark,no,18MO,,18MO,,,
1639,8105,18MT,small_airport,Fish Ranch Airport,45.2159996033,-113.499000549,7200.0,,US,US-MT,Jackson,no,18MT,,18MT,,,
1640,8106,18NC,small_airport,Lanni Field,35.888999939,-81.6137008667,1160.0,,US,US-NC,Lenoir,no,18NC,,18NC,,,
1641,8107,18NE,small_airport,Doc's Airport,40.5139007568,-97.6106033325,1640.0,,US,US-NE,Geneva,no,18NE,,18NE,,,
1642,8108,18NJ,heliport,Manalapan Township-Village Green Heliport,40.2795982361,-74.3292999268,100.0,,US,US-NJ,Freehold,no,18NJ,,18NJ,,,
1643,8109,18NY,small_airport,Strip in the Woods Airport,42.0164985657,-74.0490036011,500.0,,US,US-NY,Woodstock,no,18NY,,18NY,,,
1644,8110,18OH,small_airport,Jer-Mar Airpark,41.2561988831,-82.1437988281,800.0,,US,US-OH,Lagrange,no,18OH,,18OH,,,
1645,8111,18OI,small_airport,Boggy Bottoms Airport,41.4234008789,-82.9826965332,575.0,,US,US-OH,Vickery,no,18OI,,18OI,,,
1646,8112,18OK,heliport,Comanche County Memorial Hospital Heliport,34.6100997925,-98.4354019165,1142.0,,US,US-OK,Lawton,no,18OK,,18OK,,,
1647,8113,18OR,small_airport,Red's Field,45.0918655396,-123.182350159,190.0,,US,US-OR,Amity,no,18OR,,18OR,,,
1648,8114,18PA,small_airport,Slack Airport,40.3000984192,-75.082901001,275.0,,US,US-PA,Forest Grove,no,18PA,,18PA,,,
1649,8115,18PN,small_airport,Spud View Airport,40.0653991699,-77.6928024292,733.0,,US,US-PA,Upper Strasburg,no,18PN,,18PN,,,
1650,8116,18SC,small_airport,Connelly Field,34.2739982605,-81.773399353,570.0,,US,US-SC,Silverstreet,no,18SC,,18SC,,,
1651,8117,18TA,small_airport,West Kerr Ranch Airport,30.1362991333,-99.7436981201,2330.0,,US,US-TX,Junction,no,18TA,,18TA,,,
1652,8118,18TE,small_airport,Alert Field,32.5852012634,-95.0639038086,390.0,,US,US-TX,Big Sandy,no,18TE,,18TE,,,
1653,45789,18TN,heliport,North Valley Medical Center Heliport,35.387956,-85.380258,784.0,,US,US-TN,Dunlap,no,18TN,,18TN,,,
1654,8119,18TS,heliport,Brackenridge Hospital Heliport,30.2737998962,-97.7341995239,519.0,,US,US-TX,Austin,no,18TS,,18TS,,,
1655,8120,18TX,small_airport,Flying 'T' Ranch Airport,32.9524993896,-96.2281036377,545.0,,US,US-TX,Caddo Mills,no,18TX,,18TX,,,
1656,8121,18VA,heliport,English Heliport,37.1038017273,-79.3011016846,550.0,,US,US-VA,Hurt,no,18VA,,18VA,,,
1657,8122,18WA,heliport,Pasco Heliport,46.375,-119.206001282,700.0,,US,US-WA,Pasco,no,18WA,,18WA,,,
1658,8123,18WI,heliport,Leach Farms Heliport,44.0880012512,-88.9253997803,750.0,,US,US-WI,Poy Sippi,no,18WI,,18WI,,,
1659,45919,18WV,small_airport,Lynn Airport,39.41,-79.856667,1680.0,,US,US-WV,Newburg,no,18WV,,18WV,,,
1660,310113,18XA,small_airport,Lantana Ridge Airport,28.6591,-97.5987472,250.0,,US,US-TX,Goliad,no,18XA,,18XA,,,
1661,8124,18XS,small_airport,Gardner Farm Airport,33.8000984192,-101.033996582,3000.0,,US,US-TX,Mc Adoo,no,18XS,,18XS,,http://en.wikipedia.org/wiki/Gardner_Farm_Airport,
1662,8125,18Y,small_airport,Milaca Municipal Airport,45.7724990845,-93.6322021484,1100.0,,US,US-MN,Milaca,no,18Y,,18Y,,,
1663,8126,19AK,small_airport,Icy Bay Airport,59.96900177,-141.662002563,50.0,,US,US-AK,Icy Bay,no,19AK,ICY,19AK,,http://en.wikipedia.org/wiki/Icy_Bay_Airport,
1664,8127,19AL,heliport,Molinelli Stagefield Army Heliport,31.4824008942,-85.7851028442,490.0,,US,US-AL,Fort Rucker/Ozark,no,19AL,,19AL,,,
1665,8128,19AR,small_airport,Naylor field,35.15670013,-92.22419739,230.0,,US,US-AR,Naylor,no,19AR,,19AR,,,
1666,8129,19AZ,small_airport,Montezuma Airport,34.6049995422,-111.864997864,3370.0,,US,US-AZ,Camp Verde,no,19AZ,,19AZ,,,
1667,8130,19CA,heliport,Henry Mayo Newhall Memorial Hospital Heliport,34.39904,-118.551756,1325.0,,US,US-CA,Valencia,no,19CA,,19CA,,,
1668,8131,19CL,small_airport,Palisades Ranch Airport,34.7122001648,-117.350997925,2510.0,,US,US-CA,Helendale,no,19CL,,19CL,,,
1669,8132,19CO,heliport,Memorial Hospital Heliport,38.8404006958,-104.799003601,6155.0,,US,US-CO,Colorado Springs,no,19CO,,19CO,,,
1670,8133,19FD,heliport,Osceola Sheriff's Ofc - Bronson Hwy Heliport,28.275100708,-81.3365020752,66.0,,US,US-FL,Kissimmee,no,19FD,,19FD,,,
1671,8134,19FL,heliport,The Villages Heliport,28.9806003571,-81.9906005859,103.0,,US,US-FL,Belleview,no,19FL,,19FL,,,
1672,8135,19GA,small_airport,Willow Pond Aviation Inc Airport,33.4236984253,-84.4999008179,868.0,,US,US-GA,Fayetteville,no,19GA,,19GA,,,
1673,8136,19IA,small_airport,Ancam Antique Airfield,40.8568000793,-91.2037963867,690.0,,US,US-IA,West Burlington,no,19IA,,19IA,,,
1674,8137,19II,heliport,Henry County Memorial Hospital Heliport,39.9430999756,-85.3647003174,1052.0,,US,US-IN,New Castle,no,19II,,19II,,,
1675,8138,19IL,small_airport,Eagle Pass Airport,40.5494003296,-89.1060028076,810.0,,US,US-IL,Bloomington,no,19IL,,19IL,,,
1676,8139,19IN,small_airport,Clark Airport,40.1944999695,-86.5231018066,880.0,,US,US-IN,Frankfort,no,19IN,,19IN,,,
1677,8140,19IS,small_airport,Skillet Fork Farm Airport,38.2958984375,-88.5569992065,430.0,,US,US-IL,Wayne City,no,19IS,,19IS,,,
1678,8141,19KS,heliport,Schultz Field,37.6199989319,-95.4586029053,940.0,,US,US-KS,Chanute,no,19KS,,19KS,,,
1679,8142,19KY,small_airport,Conrads Airport,38.7065010071,-84.599899292,940.0,,US,US-KY,Dry Ridge,no,19KY,,19KY,,,
1680,8143,19LA,heliport,Region 1 Headquarters-State Police Heliport,30.4477005005,-90.1031036377,70.0,,US,US-LA,Baton Rouge,no,19LA,,19LA,,,
1681,8144,19LL,small_airport,Neiner Airport,41.2569999695,-87.9195022583,650.0,,US,US-IL,Manteno,no,19LL,,19LL,,,
1682,45436,19LS,heliport,Riverside Medical Center Heliport,30.834444,-90.153611,146.0,,US,US-LA,Franklinton,no,19LS,,19LS,,,
1683,8145,19MA,heliport,Waine Heliport,41.2850990295,-70.1496963501,80.0,,US,US-MA,Nantucket,no,19MA,,19MA,,,
1684,8146,19MI,heliport,Mecosta County General Hospital Heliport,43.6949005127,-85.4738006592,911.0,,US,US-MI,Big Rapids,no,19MI,,19MI,,,
1685,8147,19MO,heliport,North Patrol Div Station Heliport,39.2444000244,-94.5891036987,955.0,,US,US-MO,Kansas City,no,19MO,,19MO,,,
1686,310115,19MT,small_airport,N Bar Ranch Airport,46.8381111,-108.9368333,4446.0,,US,US-MT,Grassrange,no,19MT,,19MT,,,
1687,8148,19NC,small_airport,Double S Airport,36.0648994446,-77.922996521,195.0,,US,US-NC,Red Oak,no,19NC,,19NC,,,
1688,8149,19ND,small_airport,Breckheimer Airport,47.7332992554,-98.4887008667,1458.0,,US,US-ND,Tolna,no,19ND,,19ND,,,
1689,8150,19NE,small_airport,Hoyt Airport,40.1082992554,-100.808998108,2707.0,,US,US-NE,Mc Cook/Culbertson,no,19NE,,19NE,,,
1690,8151,19NH,heliport,Lorden Ii Heliport,42.9781990051,-71.6938018799,700.0,,US,US-NH,New Boston,no,19NH,,19NH,,,
1691,8152,19NJ,heliport,American Cyanamid Helistop,40.2918014526,-74.6771011353,101.0,,US,US-NJ,West Windsor,no,19NJ,,19NJ,,,
1692,8153,19NK,small_airport,Riveredge Airpark,43.2439002991,-76.1528015137,378.0,,US,US-NY,Central Square,no,19NK,,19NK,,,
1693,8154,19NY,small_airport,Four Seasons Airport,42.4062004089,-77.9608001709,1650.0,,US,US-NY,Reading,no,19NY,,19NY,,,
1694,8155,19OH,small_airport,Harris Corn Field,41.1730995178,-82.0593032837,915.0,,US,US-OH,Litchfield,no,19OH,,19OH,,,
1695,8156,19OI,heliport,Airc Helistop,40.3807983398,-80.7053985596,1218.0,,US,US-OH,Wintersville,no,19OI,,19OI,,,
1696,8157,19OK,small_airport,Gerhart Airport,35.7284011841,-95.9772033691,940.0,,US,US-OK,Okmulgee,no,19OK,,19OK,,,
1697,8158,19OR,small_airport,Nelson Ranch Airport,45.1096000671,-121.223999023,2000.0,,US,US-OR,Maupin,no,19OR,,19OR,,,
1698,8159,19P,seaplane_base,Port Protection Seaplane Base,56.3288002014,-133.61000061,0.0,,US,US-AK,Port Protection,yes,19P,PPV,19P,,https://en.wikipedia.org/wiki/Port_Protection_Seaplane_Base,
1699,8160,19PA,small_airport,Lake Airport,41.1170005798,-76.5207977295,750.0,,US,US-PA,Millville,no,19PA,,19PA,,,
1700,45765,19PN,heliport,Spooky Nook Heliport,40.106389,-76.423333,370.0,,US,US-PA,Landisville,no,19PN,,19PN,,,
